episode,reward,avg_reward,cumulative_reward,lr,loss,avg_loss,epsilon,profit_dollars,num_trades,sharpe_ratio,win_rate,max_drawdown,oos_profit_dollars,oos_num_trades,oos_sharpe_ratio,oos_win_rate,oos_max_drawdown
157,-0.1418,-0.0543,0.8719,2.0589e-05,0.0002,0.0003,0.005,-1170.37,2,-19.8629,0.0000,0.1170,-78.79,0.4,0.0000,0.2000,0.0291
158,0.1047,-0.0426,1.1065,2.0589e-05,0.0003,0.0003,0.005,-510.28,2,-24.6564,0.0000,0.0510,-236.70,0.6,-2.4346,0.1000,0.0266
159,-0.1733,-0.0555,0.8423,2.0589e-05,0.0002,0.0003,0.005,-656.83,5,-73.1703,0.0000,0.0657,-189.67,0.2,0.0000,0.0000,0.0190
160,-0.0876,-0.0576,0.8934,1.8530e-05,0.0002,0.0003,0.005,-918.64,1,0.0000,0.0000,0.0919,-404.22,0.6,-6.0226,0.0000,0.0404
161,0.0159,-0.0519,1.0232,1.8530e-05,0.0003,0.0003,0.005,140.68,6,1.2719,0.3333,0.0326,0.00,0.0,0.0000,0.0000,0.0000
162,-0.0877,-0.0492,0.8951,1.8530e-05,0.0001,0.0003,0.005,-197.68,3,-5.3531,0.3333,0.0342,-153.09,0.2,0.0000,0.0000,0.0153
163,-0.0874,-0.0596,0.9149,1.8530e-05,0.0001,0.0003,0.005,-821.83,6,-4.8228,0.1667,0.1167,-164.16,0.8,-1.4091,0.1000,0.0178
164,0.152,-0.0523,1.1512,1.8530e-05,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,51.62,2.4,5.1413,0.6000,0.0723
165,-0.0323,-0.0476,0.9775,1.8530e-05,0.0002,0.0003,0.005,-184.14,2,-17.8845,0.0000,0.0184,-488.27,3.0,-15.1955,0.2700,0.0524
166,0.0634,-0.0459,1.0572,1.8530e-05,0.0001,0.0003,0.005,-99.41,3,-3.4774,0.3333,0.0217,-742.73,1.0,-3.0321,0.0000,0.0743
167,-0.2019,-0.0512,0.8418,1.8530e-05,0.0005,0.0003,0.005,-1563.14,5,-26.7263,0.0000,0.1563,-310.66,1.6,-5.6162,0.1667,0.0357
168,-0.0189,-0.0542,0.9933,1.8530e-05,0.0002,0.0003,0.005,82.94,3,2.3277,0.6667,0.0233,-400.00,2.2,-79.3974,0.0000,0.0400
169,-0.1614,-0.0559,0.8301,1.8530e-05,0.0002,0.0003,0.005,-2081.10,3,-11.5338,0.3333,0.2081,0.00,0.0,0.0000,0.0000,0.0000
170,0.0426,-0.0485,1.0255,1.6677e-05,0.0003,0.0003,0.005,111.99,3,2.7688,0.6667,0.0225,-310.04,0.6,-12.5642,0.0000,0.0310
171,-0.0216,-0.043,1.0164,1.6677e-05,0.0002,0.0003,0.005,693.74,4,5.2908,0.5000,0.0284,-356.52,0.8,-4.0639,0.0000,0.0357
172,-0.1223,-0.0485,0.9224,1.6677e-05,0.0002,0.0002,0.005,-856.22,2,-45.1136,0.0000,0.0856,67.51,0.6,4.8495,0.2000,0.0086
173,-0.1063,-0.0468,0.9754,1.6677e-05,0.0002,0.0002,0.005,-455.41,4,-5.9736,0.5000,0.0774,0.00,0.0,0.0000,0.0000,0.0000
174,-0.0761,-0.047,0.9247,1.6677e-05,0.0003,0.0002,0.005,-542.88,5,-5.8751,0.6000,0.0660,170.26,1.0,-87.7068,0.3000,0.0262
175,-0.0745,-0.0497,0.9092,1.6677e-05,0.0002,0.0003,0.005,-260.73,1,0.0000,0.0000,0.0261,-140.84,0.2,0.0000,0.0000,0.0141
176,-0.2248,-0.0635,0.7945,1.6677e-05,0.0001,0.0002,0.005,-1095.84,5,-22.1124,0.0000,0.1096,-240.33,0.2,0.0000,0.0000,0.0240
177,0.332,-0.0452,1.3312,1.6677e-05,0.0002,0.0002,0.005,3508.37,4,17.9961,1.0000,0.0000,-8.22,0.8,-0.8420,0.2667,0.0184
178,-0.2061,-0.0542,0.8312,1.6677e-05,0.0001,0.0002,0.005,-1464.13,2,-82.5127,0.0000,0.1464,-94.42,0.2,0.0000,0.0000,0.0094
179,0.0219,-0.0454,1.0401,1.6677e-05,0.0006,0.0002,0.005,416.71,5,3.4422,0.6000,0.0523,-77.05,1.8,-0.6561,0.5333,0.0496
180,0.0641,-0.0418,1.0801,1.5009e-05,0.0001,0.0002,0.005,1367.34,6,3.5075,0.3333,0.1247,16.92,0.2,0.0000,0.2000,0.0000
181,-0.1405,-0.0467,0.8559,1.5009e-05,0.0004,0.0002,0.005,-1414.55,5,-8.4804,0.4000,0.1465,0.00,0.0,0.0000,0.0000,0.0000
182,-0.0867,-0.0445,0.8915,1.5009e-05,0.0003,0.0002,0.005,-1181.47,2,-13.1930,0.5000,0.1286,0.00,0.0,0.0000,0.0000,0.0000
183,0.0929,-0.045,1.0919,1.5009e-05,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-32.67,0.2,0.0000,0.0000,0.0033
184,-0.2269,-0.0471,0.7948,1.5009e-05,0.0003,0.0002,0.005,-1724.55,4,-18.3927,0.0000,0.1725,-221.04,0.2,0.0000,0.0000,0.0221
185,-0.0141,-0.0442,0.9924,1.5009e-05,0.0004,0.0002,0.005,519.58,2,5.1388,0.5000,0.0491,-307.47,0.4,0.0000,0.0000,0.0307
186,0.0933,-0.0411,1.0928,1.5009e-05,0.0004,0.0002,0.005,2527.59,4,25.7697,1.0000,0.0000,-464.44,0.6,0.0000,0.0000,0.0464
187,0.0282,-0.0365,0.9753,1.5009e-05,0.0007,0.0003,0.005,-213.69,2,-32.1405,0.0000,0.0214,-139.59,0.2,0.0000,0.0000,0.0140
188,-0.0032,-0.0331,1.0044,1.5009e-05,0.0001,0.0003,0.005,27.15,1,0.0000,1.0000,0.0000,124.63,0.4,0.0000,0.4000,0.0000
189,-0.0287,-0.0403,1.0023,1.5009e-05,0.0004,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-544.51,8.0,-2.2790,0.3210,0.1627
190,0.0412,-0.0374,1.0000,1.3509e-05,0.0002,0.0003,0.005,98.97,1,0.0000,1.0000,0.0000,195.80,0.4,0.0000,0.4000,0.0000
191,-0.0795,-0.0431,0.9465,1.3509e-05,0.0003,0.0003,0.005,-601.18,2,-29.1562,0.0000,0.0601,-405.17,0.6,-5.8032,0.0000,0.0405
192,0.151,-0.029,1.1401,1.3509e-05,0.0004,0.0003,0.005,162.63,7,0.6975,0.7143,0.1080,-4.64,0.2,0.0000,0.0000,0.0005
193,-0.2073,-0.0365,0.8132,1.3509e-05,0.0003,0.0003,0.005,-1752.75,3,-17.9260,0.0000,0.1753,255.05,0.6,30.0300,0.2000,0.0011
194,-0.068,-0.0328,0.9445,1.3509e-05,0.0002,0.0003,0.005,-234.79,2,-5.0903,0.5000,0.0472,0.00,0.0,0.0000,0.0000,0.0000
195,-0.1322,-0.0398,0.9058,1.3509e-05,0.0002,0.0003,0.005,-594.16,2,-32.6094,0.0000,0.0594,-52.30,0.4,-0.4335,0.1000,0.0218
196,-0.0837,-0.0423,0.9150,1.3509e-05,0.0002,0.0003,0.005,-713.33,2,-6.8305,0.5000,0.1186,49.66,0.4,0.0000,0.2000,0.0071
197,0.0036,-0.0372,1.0000,1.3509e-05,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-142.83,0.8,1.2353,0.1000,0.0199
198,0.0805,-0.0297,1.0780,1.3509e-05,0.0005,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-301.42,0.6,-10.6646,0.0000,0.0301
199,0.0684,-0.024,1.0795,1.3509e-05,0.0004,0.0003,0.005,643.72,3,8.5234,0.6667,0.0290,24.14,0.2,0.0000,0.2000,0.0000
200,-0.0147,-0.0216,1.0187,1.2158e-05,0.0003,0.0003,0.005,262.12,2,9.3123,0.5000,0.0089,68.38,0.2,0.0000,0.2000,0.0000
201,0.0582,-0.0103,1.0000,1.2158e-05,0.0003,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-10.48,0.2,0.0000,0.0000,0.0010
202,0.0386,-0.022,0.9960,1.2158e-05,0.0002,0.0003,0.005,-84.36,1,0.0000,0.0000,0.0084,-66.06,0.8,-0.9951,0.1000,0.0082
203,0.0306,-0.0125,1.0069,1.2158e-05,0.0003,0.0003,0.005,730.69,4,4.6482,0.5000,0.0432,-289.94,0.2,0.0000,0.0000,0.0290
204,-0.2581,-0.0237,0.7675,1.2158e-05,0.0003,0.0003,0.005,-1910.03,6,-12.8790,0.0000,0.1910,-250.51,0.2,0.0000,0.0000,0.0251
205,-0.1338,-0.0316,0.8621,1.2158e-05,0.0001,0.0003,0.005,-295.05,1,0.0000,0.0000,0.0295,-145.06,0.4,-1.6736,0.1000,0.0210
206,0.1188,-0.0213,1.1452,1.2158e-05,0.0003,0.0003,0.005,1432.36,3,16.7312,0.6667,0.0114,0.00,0.0,0.0000,0.0000,0.0000
207,-0.0361,-0.0192,0.9780,1.2158e-05,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-130.05,0.2,0.0000,0.0000,0.0130
208,0.1209,-0.0181,1.1145,1.2158e-05,0.0003,0.0003,0.005,956.99,6,5.0001,0.6667,0.0490,-99.57,3.0,-11.2937,0.1833,0.0325
209,-0.0077,-0.0094,0.9953,1.2158e-05,0.0002,0.0003,0.005,7.93,1,0.0000,1.0000,0.0000,-2259.29,22.2,-7.7573,0.1908,0.2530
210,0.0514,-0.0067,1.0165,1.0942e-05,0.0001,0.0003,0.005,-377.31,4,-4.3923,0.5000,0.0582,-120.73,0.2,0.0000,0.0000,0.0121
211,-0.0407,-0.0121,0.9596,1.0942e-05,0.0001,0.0003,0.005,-200.01,4,-1.3712,0.2500,0.0797,-904.52,13.0,-3.8590,0.4303,0.1795
212,-0.1522,-0.0193,0.9076,1.0942e-05,0.0001,0.0002,0.005,-854.41,1,0.0000,0.0000,0.0854,51.22,0.2,0.0000,0.2000,0.0000
213,0.0012,-0.0191,0.9681,1.0942e-05,0.0002,0.0003,0.005,-105.69,5,-1.1184,0.2000,0.0614,-925.35,7.0,-7.0736,0.3821,0.1541
214,-0.1775,-0.0251,0.8481,1.0942e-05,0.0004,0.0003,0.005,-1193.44,3,-20.5860,0.0000,0.1193,-377.67,0.8,-4.8983,0.2000,0.0430
215,0.2091,-0.0184,1.2235,1.0942e-05,0.0001,0.0002,0.005,2615.23,2,16.9262,1.0000,0.0000,-262.14,0.6,-4.9164,0.0000,0.0262
216,0.0898,-0.0116,1.1341,1.0942e-05,0.0004,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-887.84,0.6,0.0000,0.0000,0.0888
217,-0.3171,-0.0303,0.7116,1.0942e-05,0.0002,0.0002,0.005,-2752.65,2,-23.0173,0.0000,0.2753,0.00,0.0,0.0000,0.0000,0.0000
218,0.113,-0.0175,1.1074,1.0942e-05,0.0002,0.0002,0.005,-403.82,1,0.0000,0.0000,0.0404,0.00,0.0,0.0000,0.0000,0.0000
219,0.1022,-0.0107,1.1017,1.0942e-05,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,0.00,0.0,0.0000,0.0000,0.0000
220,-0.1871,-0.0129,0.8289,9.8477e-06,0.0002,0.0002,0.005,-2060.88,3,-60.9902,0.0000,0.2061,-21.42,0.4,0.0000,0.2000,0.0037
221,-0.0261,-0.0106,0.9967,9.8477e-06,0.0003,0.0002,0.005,1790.30,2,25.5338,1.0000,0.0000,-238.95,0.2,0.0000,0.0000,0.0239
222,-0.1269,-0.0158,0.8983,9.8477e-06,0.0003,0.0002,0.005,-982.95,1,0.0000,0.0000,0.0983,-2512.42,22.6,-7.0257,0.3404,0.2928
223,0.0765,-0.016,1.0702,9.8477e-06,0.0002,0.0002,0.005,619.83,2,13.4554,0.5000,0.0056,-150.22,0.2,0.0000,0.0000,0.0150
224,0.0291,-0.0175,1.0062,9.8477e-06,0.0002,0.0002,0.005,129.69,2,5.4109,0.5000,0.0125,-427.67,0.4,0.0000,0.0000,0.0428
225,0.1436,-0.0112,1.1492,9.8477e-06,0.0004,0.0002,0.005,1665.89,2,18.0173,1.0000,0.0000,104.67,0.6,0.0000,0.2000,0.0047
226,-0.0212,-0.0144,0.9732,9.8477e-06,0.0002,0.0002,0.005,-234.17,2,-13.2775,0.5000,0.0256,-87.68,0.6,0.0000,0.2000,0.0092
227,0.0698,-0.0131,1.0952,9.8477e-06,0.0002,0.0002,0.005,1339.27,2,18.7579,1.0000,0.0000,-2195.14,19.2,-6.7413,0.3167,0.2839
228,0.0153,-0.0138,0.9692,9.8477e-06,0.0001,0.0002,0.005,-802.10,6,-44.4471,0.0000,0.0802,-227.64,0.2,0.0000,0.0000,0.0228
229,0.0296,-0.0022,1.0012,9.8477e-06,0.0004,0.0002,0.005,-711.34,6,-28.6132,0.0000,0.0711,91.78,0.6,-1.1932,0.3000,0.0231
230,-0.3063,-0.0091,0.7307,8.8629e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,0.00,0.0,0.0000,0.0000,0.0000
231,0.0166,-0.0132,0.9821,8.8629e-06,0.0001,0.0002,0.005,-85.15,4,-4.9882,0.2500,0.0170,-108.49,0.6,0.0000,0.0000,0.0108
232,0.0139,-0.0112,0.9933,8.8629e-06,0.0005,0.0002,0.005,-223.41,1,0.0000,0.0000,0.0223,-229.91,0.8,0.0000,0.4000,0.0303
233,-0.0753,-0.0191,0.9297,8.8629e-06,0.0002,0.0002,0.005,-519.18,2,-66.1434,0.0000,0.0519,-42.27,1.2,0.6853,0.3000,0.0359
234,-0.0495,-0.0208,0.9764,8.8629e-06,0.0001,0.0002,0.005,-268.58,2,-2.0915,0.5000,0.1154,278.47,0.4,0.0000,0.2000,0.0029
235,0.0194,-0.022,1.0000,8.8629e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,66.46,0.4,0.0000,0.2000,0.0005
236,0.0718,-0.0175,1.0199,8.8629e-06,0.0006,0.0002,0.005,989.96,5,6.4790,0.6000,0.0122,-1216.32,8.0,-18.5850,0.1952,0.1299
237,0.076,-0.0084,1.0411,8.8629e-06,0.0003,0.0003,0.005,118.27,6,0.9371,0.3333,0.0506,192.62,1.8,-1.8019,0.3667,0.0580
238,-0.2266,-0.0175,0.8239,8.8629e-06,0.0001,0.0003,0.005,-1671.52,3,-8.8936,0.3333,0.2054,-15.31,0.2,0.0000,0.0000,0.0015
239,-0.0801,-0.0136,0.9244,8.8629e-06,0.0002,0.0002,0.005,-1067.88,1,0.0000,0.0000,0.1068,-121.68,0.2,0.0000,0.0000,0.0122
240,-0.0284,-0.0231,0.9816,7.9766e-06,0.0002,0.0002,0.005,-635.79,5,-4.7746,0.2000,0.1064,-182.21,0.4,-2.1184,0.1000,0.0228
241,0.3202,-0.0139,1.3570,7.9766e-06,0.0003,0.0002,0.005,3312.12,1,0.0000,1.0000,0.0000,-32.67,0.2,0.0000,0.0000,0.0033
242,-0.1101,-0.0056,0.8614,7.9766e-06,0.0002,0.0002,0.005,-1225.60,1,0.0000,0.0000,0.1226,47.20,1.0,0.4525,0.3333,0.0085
243,0.0624,-0.0076,1.1074,7.9766e-06,0.0002,0.0002,0.005,911.20,1,0.0000,1.0000,0.0000,-85.91,0.2,0.0000,0.0000,0.0086
244,-0.141,-0.0174,0.9407,7.9766e-06,0.0001,0.0002,0.005,-684.31,3,-12.0281,0.3333,0.0684,0.00,0.0,0.0000,0.0000,0.0000
245,-0.0584,-0.0122,0.9549,7.9766e-06,0.0004,0.0002,0.005,-246.03,1,0.0000,0.0000,0.0246,-18.56,0.2,0.0000,0.0000,0.0019
246,0.1451,-0.0054,1.1437,7.9766e-06,0.0002,0.0002,0.005,-58.42,2,-2.1408,0.5000,0.0246,174.27,0.2,0.0000,0.2000,0.0000
247,0.2118,0.0082,1.2243,7.9766e-06,0.0002,0.0002,0.005,2214.33,1,0.0000,1.0000,0.0000,-52.29,0.8,0.8442,0.3000,0.0225
248,-0.0917,0.0014,0.9114,7.9766e-06,0.0003,0.0002,0.005,-901.79,1,0.0000,0.0000,0.0902,-53.50,0.2,0.0000,0.0000,0.0053
249,0.1586,0.0066,1.1703,7.9766e-06,0.0001,0.0002,0.005,18.80,2,7.4248,0.5000,0.0011,-342.95,0.4,0.0000,0.0000,0.0343
250,0.1184,0.0056,1.1186,7.1790e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-400.46,0.6,-1.8412,0.1000,0.0472
251,-0.1133,0.0019,0.8946,7.1790e-06,0.0013,0.0003,0.005,-553.52,2,-29.3626,0.0000,0.0554,-478.35,0.8,0.0000,0.0000,0.0478
252,-0.1024,-0.005,0.9447,7.1790e-06,0.0002,0.0003,0.005,-160.16,2,-10.7560,0.5000,0.0198,-151.89,0.2,0.0000,0.0000,0.0152
253,0.0694,-0.0028,1.0000,7.1790e-06,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,59.69,0.2,0.0000,0.2000,0.0000
254,-0.0964,-0.0078,0.8909,7.1790e-06,0.0002,0.0003,0.005,-1096.30,1,0.0000,0.0000,0.1096,-88.99,0.4,0.0000,0.2000,0.0168
255,0.0271,0.0055,0.9953,7.1790e-06,0.0001,0.0003,0.005,-71.06,2,-0.7586,0.5000,0.0728,-146.25,0.2,0.0000,0.0000,0.0146
256,-0.0431,0.0031,0.9818,7.1790e-06,0.0002,0.0003,0.005,-163.36,4,-7.1427,0.2500,0.0248,-177.94,0.4,-3.0248,0.1000,0.0182
257,-0.2137,-0.006,0.7847,7.1790e-06,0.0003,0.0003,0.005,-128.24,1,0.0000,0.0000,0.0128,-67.99,0.2,0.0000,0.0000,0.0068
258,-0.0258,-0.004,0.9786,7.1790e-06,0.0001,0.0003,0.005,108.86,3,0.7787,0.6667,0.0975,241.70,0.6,7.2792,0.2000,0.0040
259,0.0088,-0.0017,0.9828,7.1790e-06,0.0002,0.0003,0.005,-386.74,1,0.0000,0.0000,0.0387,-68.04,0.2,0.0000,0.0000,0.0068
260,-0.3498,-0.0164,0.6961,6.4611e-06,0.0002,0.0003,0.005,-99.97,1,0.0000,0.0000,0.0100,-138.39,0.6,0.0000,0.2000,0.0179
261,-0.106,-0.0236,0.9232,6.4611e-06,0.0001,0.0002,0.005,0.45,3,0.0087,0.6667,0.0387,55.83,0.6,1.2626,0.3000,0.0027
262,-0.0698,-0.0294,0.9343,6.4611e-06,0.0005,0.0003,0.005,-673.72,4,-31.2653,0.0000,0.0674,232.39,0.4,8.6814,0.2000,0.0000
263,-0.0774,-0.0234,0.9187,6.4611e-06,0.0004,0.0003,0.005,-705.18,3,-13.0570,0.3333,0.0798,-84.58,0.2,0.0000,0.0000,0.0085
264,-0.1739,-0.0272,0.8552,6.4611e-06,0.0002,0.0003,0.005,-457.50,6,-15.6385,0.1667,0.0483,-401.01,0.4,0.0000,0.0000,0.0401
265,-0.1182,-0.0308,0.8812,6.4611e-06,0.0002,0.0003,0.005,-278.15,3,-10.6080,0.3333,0.0336,151.78,1.0,2.5051,0.1000,0.0193
266,0.0649,-0.041,1.0566,6.4611e-06,0.0003,0.0003,0.005,312.05,1,0.0000,1.0000,0.0000,-137.14,0.4,0.0000,0.0000,0.0137
267,0.214,-0.028,1.2329,6.4611e-06,0.0001,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-203.79,0.4,0.0000,0.0000,0.0204
268,-0.0773,-0.0336,0.9158,6.4611e-06,0.0001,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-486.07,1.2,-8.4143,0.0500,0.0508
269,-0.3905,-0.0436,0.6652,6.4611e-06,0.0002,0.0003,0.005,-1719.36,2,-18.0762,0.0000,0.1719,-59.02,0.2,0.0000,0.0000,0.0059
270,0.12,-0.0364,1.1480,5.8150e-06,0.0003,0.0003,0.005,1554.65,4,9.8962,0.7500,0.0086,0.00,0.0,0.0000,0.0000,0.0000
271,-0.0107,-0.0427,1.0000,5.8150e-06,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,17.01,0.4,0.8189,0.1000,0.0024
272,0.1662,-0.0445,1.0573,5.8150e-06,0.0002,0.0003,0.005,536.81,2,158.9681,1.0000,0.0000,0.00,0.0,0.0000,0.0000,0.0000
273,-0.0221,-0.0417,1.0000,5.8150e-06,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,0.00,0.0,0.0000,0.0000,0.0000
274,-0.0511,-0.0501,0.9439,5.8150e-06,0.0002,0.0003,0.005,-287.09,9,-0.8902,0.3333,0.1573,4.11,0.2,0.0000,0.2000,0.0000
275,0.0617,-0.0524,1.0000,5.8150e-06,0.0004,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-113.71,0.4,-3.8853,0.0000,0.0114
276,0.0868,-0.0444,1.0000,5.8150e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,8.54,0.2,0.0000,0.2000,0.0000
277,-0.0657,-0.0429,0.9411,5.8150e-06,0.0002,0.0002,0.005,-639.86,3,-12.0154,0.3333,0.0640,0.00,0.0,0.0000,0.0000,0.0000
278,0.1995,-0.0377,1.2126,5.8150e-06,0.0002,0.0002,0.005,2470.13,2,15.7433,0.5000,0.0010,0.00,0.0,0.0000,0.0000,0.0000
279,0.0161,-0.0332,0.9811,5.8150e-06,0.0003,0.0002,0.005,-149.06,2,-53.6090,0.0000,0.0149,0.00,0.0,0.0000,0.0000,0.0000
280,0.1098,-0.0299,1.1053,5.2335e-06,0.0001,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-407.45,0.4,-112.2193,0.0000,0.0407
281,0.1025,-0.0241,1.0959,5.2335e-06,0.0001,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-695.49,0.4,0.0000,0.0000,0.0695
282,0.0627,-0.013,1.0318,5.2335e-06,0.0003,0.0002,0.005,-200.52,1,0.0000,0.0000,0.0201,-171.71,0.8,0.1468,0.3000,0.0418
283,-0.088,-0.0155,0.8980,5.2335e-06,0.0004,0.0002,0.005,-844.14,2,-11.5678,0.5000,0.1001,-733.52,2.2,-11.9214,0.1667,0.0833
284,-0.0932,-0.0196,0.9536,5.2335e-06,0.0002,0.0002,0.005,-364.18,1,0.0000,0.0000,0.0364,-2167.93,21.4,-7.6403,0.2956,0.2426
285,0.0063,-0.0053,0.9779,5.2335e-06,0.0003,0.0002,0.005,231.72,1,0.0000,1.0000,0.0000,-290.89,0.2,0.0000,0.0000,0.0291
286,-0.0043,-0.0013,0.9709,5.2335e-06,0.0002,0.0002,0.005,-472.86,1,0.0000,0.0000,0.0473,-99.40,0.2,0.0000,0.0000,0.0099
287,-0.0201,0.0007,0.9406,5.2335e-06,0.0001,0.0002,0.005,-331.42,2,-14.7581,0.5000,0.0344,-171.39,0.2,0.0000,0.0000,0.0171
288,-0.0355,0.0024,0.9497,5.2335e-06,0.0002,0.0002,0.005,-638.78,2,-51.8810,0.0000,0.0639,-138.90,0.4,0.0000,0.0000,0.0139
289,0.0989,0.0133,1.0810,5.2335e-06,0.0002,0.0002,0.005,607.55,5,5.3184,0.6000,0.0301,38.73,0.2,0.0000,0.2000,0.0000
290,0.1045,0.0222,1.0553,4.7101e-06,0.0004,0.0002,0.005,954.85,2,12.1690,0.5000,0.0145,-223.86,0.4,0.0000,0.0000,0.0224
291,0.0011,0.0197,1.0000,4.7101e-06,0.0001,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,24.83,0.4,0.0000,0.2000,0.0060
292,0.0124,0.0116,1.0000,4.7101e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,38.80,0.2,0.0000,0.2000,0.0000
293,-0.0732,0.0118,0.9574,4.7101e-06,0.0001,0.0002,0.005,-773.30,2,-130.0161,0.0000,0.0773,38.88,0.6,2.9400,0.1000,0.0153
294,0.0061,0.0276,1.0000,4.7101e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,55.62,0.4,0.0000,0.2000,0.0032
295,0.1532,0.029,1.1258,4.7101e-06,0.0002,0.0002,0.005,-548.77,1,0.0000,0.0000,0.0549,0.00,0.0,0.0000,0.0000,0.0000
296,-0.0876,0.0259,0.9091,4.7101e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-185.21,0.8,1.9647,0.1000,0.0210
297,0.1235,0.0242,1.1110,4.7101e-06,0.0004,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-542.25,0.6,-3.3796,0.0000,0.0542
298,-0.1597,0.0187,0.8468,4.7101e-06,0.0001,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-722.96,1.4,-3.2175,0.1667,0.0904
299,-0.1628,0.0142,0.8831,4.7101e-06,0.0002,0.0002,0.005,-828.32,4,-11.9397,0.0000,0.0828,0.00,0.0,0.0000,0.0000,0.0000
300,0.0441,0.0135,1.0000,4.2391e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-211.89,0.6,-10.5361,0.0000,0.0212
301,-0.0528,0.0079,0.9497,4.2391e-06,0.0001,0.0002,0.005,-299.43,4,-15.0540,0.2500,0.0350,0.00,0.0,0.0000,0.0000,0.0000
302,0.061,0.013,1.0000,4.2391e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-123.39,0.6,-0.0455,0.1000,0.0189
303,0.0428,0.0067,1.0000,4.2391e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-1408.28,9.6,-14.0905,0.3406,0.1602
304,-0.1266,0.001,0.8673,4.2391e-06,0.0002,0.0002,0.005,-1100.39,7,-7.3751,0.4286,0.1567,-118.12,0.4,0.0000,0.0000,0.0118
305,-0.1407,-0.009,0.8833,4.2391e-06,0.0002,0.0002,0.005,-1350.51,8,-19.5081,0.1250,0.1351,-668.08,4.8,-22.2594,0.0286,0.0668
306,-0.1419,-0.0188,0.8882,4.2391e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,124.59,0.2,0.0000,0.2000,0.0000
307,-0.0451,-0.0231,0.9444,4.2391e-06,0.0002,0.0002,0.005,-879.19,2,-30.6344,0.0000,0.0879,33.41,0.6,0.5365,0.3000,0.0021
308,0.0662,-0.0169,1.0639,4.2391e-06,0.0001,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-256.42,0.4,0.0000,0.0000,0.0256
309,0.1437,-0.0075,1.1336,4.2391e-06,0.0001,0.0002,0.005,-197.91,1,0.0000,0.0000,0.0198,0.00,0.0,0.0000,0.0000,0.0000
310,-0.0099,-0.0081,0.9746,3.8152e-06,0.0001,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-164.29,0.4,0.0000,0.0000,0.0164
311,0.1292,-0.0028,1.1323,3.8152e-06,0.0003,0.0002,0.005,1267.06,1,0.0000,1.0000,0.0000,-8.31,0.4,0.0000,0.2000,0.0053
312,0.0298,-0.0008,0.9635,3.8152e-06,0.0001,0.0002,0.005,-587.78,2,-16.4475,0.0000,0.0588,-95.03,0.2,0.0000,0.0000,0.0095
313,0.0624,0.0031,1.0694,3.8152e-06,0.0001,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,119.50,0.4,1.1042,0.1000,0.0112
314,0.006,-0.0006,0.9548,3.8152e-06,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-438.02,0.6,0.0000,0.0000,0.0438
315,-0.057,-0.007,0.9324,3.8152e-06,0.0003,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,155.03,0.2,0.0000,0.2000,0.0000
